time,gFx,gFy,gFz,TgF
9.08593E-4,-0.0420,0.9904,0.0467,0.992
0.001378489,-0.0406,0.9869,0.0496,0.989
0.00154875,-0.0440,0.9887,0.0474,0.991
0.001701979,-0.0467,0.9904,0.0481,0.993
0.001852552,-0.0474,0.9899,0.0508,0.992
0.003385364,-0.0525,0.9918,0.0515,0.995
0.0054875,-0.0574,0.9933,0.0513,0.996
0.008187135,-0.0613,0.9957,0.0508,0.999
0.010839114,-0.0594,0.9933,0.0518,0.996
0.013140677,-0.0542,0.9950,0.0511,0.998
0.015485625,-0.0511,0.9952,0.0498,0.998
0.017522395,-0.0481,0.9955,0.0491,0.998
0.019820781,-0.0428,0.9926,0.0479,0.995
0.022073906,-0.0371,0.9916,0.0491,0.993
0.024508489,-0.0335,0.9906,0.0513,0.993
0.026913281,-0.0340,0.9894,0.0501,0.991
0.029035468,-0.0347,0.9899,0.0496,0.992
0.031504531,-0.0354,0.9911,0.0513,0.993
0.033849323,-0.0401,0.9945,0.0513,0.997
0.036224739,-0.0450,0.9950,0.0508,0.997
0.038504114,-0.0467,0.9967,0.0489,0.999
0.041132552,-0.0484,0.9982,0.0462,1.000
0.043324062,-0.0462,0.9970,0.0442,0.999
0.045585208,-0.0457,0.9974,0.0386,0.999
0.047893229,-0.0437,0.9938,0.0362,0.995
0.050626406,-0.0374,0.9911,0.0389,0.993
0.052773333,-0.0325,0.9913,0.0437,0.993
0.055188125,-0.0313,0.9877,0.0494,0.989
0.057804895,-0.0303,0.9889,0.0518,0.991
0.059744323,-0.0288,0.9872,0.0513,0.989
0.062096041,-0.0301,0.9889,0.0481,0.991
0.064510625,-0.0323,0.9906,0.0432,0.992
0.066849687,-0.0367,0.9918,0.0396,0.993
0.069320573,-0.0408,0.9950,0.0359,0.996
0.071484427,-0.0445,0.9965,0.0332,0.998
0.074452552,-0.0467,0.9979,0.0332,1.000
0.076306979,-0.0452,0.9970,0.0352,0.999
0.078736041,-0.0450,0.9957,0.0389,0.998
0.08090125,-0.0411,0.9952,0.0432,0.997
0.083253333,-0.0354,0.9918,0.0469,0.994
0.085623802,-0.0315,0.9904,0.0479,0.992
0.08801151,-0.0296,0.9896,0.0447,0.991
0.090967239,-0.0271,0.9879,0.0403,0.989
0.095606562,-0.0281,0.9889,0.0371,0.990
0.095972864,-0.0283,0.9899,0.0340,0.991
0.097508229,-0.0337,0.9923,0.0306,0.993
0.101117812,-0.0369,0.9933,0.0308,0.994
0.102179114,-0.0406,0.9955,0.0318,0.997
0.104536927,-0.0452,0.9970,0.0340,0.999
0.107148593,-0.0472,0.9974,0.0376,0.999
0.109474635,-0.0464,0.9962,0.0406,0.998
0.111454375,-0.0432,0.9945,0.0428,0.996
0.113668333,-0.0389,0.9931,0.0435,0.995
0.116126614,-0.0349,0.9918,0.0408,0.993
0.118495572,-0.0310,0.9909,0.0371,0.992
0.120784166,-0.0283,0.9869,0.0335,0.988
0.123361041,-0.0273,0.9872,0.0308,0.988
0.126271145,-0.0286,0.9894,0.0276,0.990
0.128164635,-0.0323,0.9931,0.0281,0.994
0.130446666,-0.0354,0.9940,0.0291,0.995
0.133009895,-0.0391,0.9931,0.0320,0.994
0.135325104,-0.0435,0.9950,0.0349,0.997
0.13734276,-0.0445,0.9950,0.0374,0.997
0.139907968,-0.0452,0.9933,0.0396,0.995
0.142134427,-0.0440,0.9945,0.0406,0.996
0.144549375,-0.0411,0.9933,0.0384,0.995
0.146883854,-0.0374,0.9921,0.0357,0.993
0.149678854,-0.0325,0.9916,0.0323,0.993
0.151608958,-0.0298,0.9909,0.0308,0.992
0.154246822,-0.0281,0.9923,0.0315,0.993
0.156325312,-0.0291,0.9909,0.0296,0.992
0.158522708,-0.0301,0.9874,0.0288,0.988
0.160901562,-0.0315,0.9894,0.0310,0.990
0.163468906,-0.0352,0.9931,0.0332,0.994
0.16560677,-0.0398,0.9950,0.0347,0.996
0.167937812,-0.0447,0.9955,0.0349,0.997
0.17059276,-0.0440,0.9977,0.0349,0.999
0.173008541,-0.0435,0.9960,0.0352,0.998
0.175349427,-0.0432,0.9957,0.0332,0.997
0.177628229,-0.0408,0.9952,0.0325,0.997
0.17973375,-0.0384,0.9960,0.0325,0.997
0.182231875,-0.0342,0.9943,0.0315,0.995
0.186740156,-0.0325,0.9918,0.0306,0.993
0.187064895,-0.0306,0.9909,0.0313,0.992
0.189200572,-0.0303,0.9901,0.0310,0.991
0.191481562,-0.0332,0.9906,0.0308,0.992
0.193785,-0.0349,0.9923,0.0301,0.993
0.19629,-0.0386,0.9940,0.0298,0.995
0.198600625,-0.0413,0.9952,0.0286,0.997
0.201049531,-0.0435,0.9943,0.0310,0.996
0.203358593,-0.0447,0.9967,0.0306,0.998
0.20595901,-0.0435,0.9970,0.0310,0.998
0.208150625,-0.0411,0.9952,0.0335,0.997
0.210736302,-0.0369,0.9950,0.0332,0.996
0.212699843,-0.0337,0.9916,0.0357,0.993
0.215072395,-0.0325,0.9909,0.0367,0.992
0.217350104,-0.0325,0.9916,0.0347,0.993
0.219814635,-0.0323,0.9909,0.0345,0.992
0.222216927,-0.0313,0.9911,0.0320,0.992
0.224414166,-0.0320,0.9896,0.0281,0.991
0.226806093,-0.0345,0.9926,0.0281,0.994
0.229080104,-0.0379,0.9935,0.0276,0.995
0.23139625,-0.0396,0.9943,0.0288,0.995
0.233818385,-0.0430,0.9960,0.0306,0.997
0.236235885,-0.0430,0.9960,0.0332,0.997
0.238858802,-0.0437,0.9948,0.0371,0.996
0.240802135,-0.0411,0.9952,0.0391,0.997
0.243269583,-0.0384,0.9933,0.0386,0.995
0.245762187,-0.0364,0.9901,0.0389,0.992
0.247892031,-0.0335,0.9913,0.0379,0.993
0.250357395,-0.0298,0.9909,0.0349,0.992
0.252814791,-0.0313,0.9904,0.0310,0.991
0.25541526,-0.0320,0.9901,0.0278,0.991
0.257406979,-0.0325,0.9918,0.0269,0.993
0.259681041,-0.0342,0.9926,0.0293,0.994
0.262132291,-0.0384,0.9935,0.0318,0.995
0.264347812,-0.0403,0.9935,0.0340,0.995
0.26704901,-0.0430,0.9948,0.0386,0.996
0.269128906,-0.0432,0.9940,0.0411,0.996
0.271528906,-0.0425,0.9935,0.0423,0.995
0.273709375,-0.0401,0.9935,0.0428,0.995
0.276321562,-0.0384,0.9933,0.0411,0.995
0.278489375,-0.0362,0.9923,0.0389,0.994
0.28080901,-0.0342,0.9928,0.0357,0.994
0.286983593,-0.0308,0.9921,0.0327,0.993
0.287327812,-0.0315,0.9921,0.0318,0.993
0.288015468,-0.0332,0.9916,0.0315,0.993
0.290549739,-0.0342,0.9928,0.0325,0.994
0.293300364,-0.0362,0.9943,0.0354,0.996
0.295507968,-0.0391,0.9940,0.0384,0.996
0.29752151,-0.0401,0.9950,0.0418,0.997
0.299855937,-0.0423,0.9955,0.0428,0.997
0.301939322,-0.0437,0.9952,0.0440,0.997
0.304510729,-0.0403,0.9940,0.0447,0.996
0.306786927,-0.0389,0.9928,0.0425,0.994
0.308993541,-0.0359,0.9923,0.0401,0.994
0.311361979,-0.0349,0.9928,0.0389,0.994
0.313990208,-0.0323,0.9916,0.0369,0.993
0.316234114,-0.0318,0.9916,0.0359,0.993
0.31873276,-0.0315,0.9931,0.0354,0.994
0.320900781,-0.0342,0.9916,0.0379,0.993
0.323182291,-0.0362,0.9921,0.0393,0.994
0.325512916,-0.0381,0.9931,0.0415,0.995
0.327934531,-0.0386,0.9940,0.0435,0.996
0.330430312,-0.0408,0.9943,0.0459,0.996
0.332887552,-0.0425,0.9933,0.0440,0.995
0.335268333,-0.0420,0.9945,0.0450,0.996
0.337568697,-0.0415,0.9940,0.0437,0.996
0.339600885,-0.0398,0.9945,0.0432,0.996
0.342026093,-0.0381,0.9933,0.0428,0.995
0.34438901,-0.0345,0.9916,0.0411,0.993
0.346724062,-0.0330,0.9921,0.0403,0.993
0.349006614,-0.0327,0.9909,0.0411,0.992
0.351589895,-0.0325,0.9918,0.0396,0.993
0.354381874,-0.0335,0.9918,0.0408,0.993
0.356091562,-0.0347,0.9909,0.0413,0.992
0.358668697,-0.0347,0.9921,0.0428,0.994
0.36098026,-0.0362,0.9923,0.0435,0.994
0.363216874,-0.0391,0.9928,0.0440,0.995
0.36550776,-0.0406,0.9948,0.0445,0.997
0.367909374,-0.0413,0.9955,0.0457,0.997
0.370621822,-0.0408,0.9933,0.0454,0.995
0.372683802,-0.0396,0.9935,0.0452,0.995
0.37528302,-0.0371,0.9918,0.0430,0.993
0.377342864,-0.0364,0.9926,0.0413,0.994
0.379643177,-0.0345,0.9913,0.0420,0.993
0.381969583,-0.0325,0.9916,0.0406,0.993
0.384328958,-0.0327,0.9918,0.0401,0.993
0.386901197,-0.0332,0.9926,0.0403,0.994
0.389221562,-0.0352,0.9923,0.0408,0.994
0.391506666,-0.0364,0.9957,0.0428,0.997
0.394540781,-0.0381,0.9957,0.0430,0.997
0.396629843,-0.0406,0.9945,0.0437,0.996
0.39855526,-0.0398,0.9948,0.0445,0.997
0.400834114,-0.0393,0.9948,0.0454,0.997
0.403231302,-0.0401,0.9926,0.0459,0.994
0.405361093,-0.0369,0.9926,0.0459,0.994
0.407839687,-0.0364,0.9935,0.0452,0.995
0.410485156,-0.0352,0.9926,0.0430,0.994
0.412591249,-0.0320,0.9901,0.0403,0.991
0.415070312,-0.0332,0.9913,0.0408,0.993
0.417238697,-0.0323,0.9904,0.0401,0.992
0.419804739,-0.0332,0.9906,0.0418,0.992
0.421963697,-0.0357,0.9901,0.0413,0.992
0.424227656,-0.0357,0.9899,0.0420,0.991
0.427097187,-0.0362,0.9909,0.0435,0.992
0.429171249,-0.0401,0.9923,0.0457,0.994
0.431319583,-0.0403,0.9943,0.0442,0.996
0.434095729,-0.0406,0.9945,0.0423,0.996
0.436285624,-0.0398,0.9952,0.0411,0.997
0.438446666,-0.0379,0.9945,0.0408,0.996
0.440722239,-0.0364,0.9935,0.0406,0.995
0.443145468,-0.0342,0.9906,0.0391,0.992
0.44559651,-0.0337,0.9894,0.0379,0.991
0.447733802,-0.0332,0.9904,0.0379,0.992
0.450599583,-0.0330,0.9916,0.0381,0.993
0.452890156,-0.0342,0.9916,0.0379,0.993
0.455202864,-0.0362,0.9928,0.0401,0.994
0.457254166,-0.0347,0.9918,0.0408,0.993
0.459599687,-0.0379,0.9933,0.0418,0.995
0.461952031,-0.0411,0.9940,0.0423,0.996
0.464554895,-0.0418,0.9948,0.0418,0.997
0.467020781,-0.0401,0.9940,0.0408,0.996
0.469163749,-0.0376,0.9933,0.0393,0.995
0.471312812,-0.0347,0.9928,0.0379,0.994
0.473678906,-0.0345,0.9921,0.0369,0.993
0.476064687,-0.0342,0.9923,0.0359,0.994
0.478395937,-0.0340,0.9909,0.0352,0.992
0.480726562,-0.0335,0.9913,0.0362,0.993
0.483184322,-0.0335,0.9918,0.0367,0.993
0.486571354,-0.0345,0.9933,0.0379,0.995
0.488725677,-0.0354,0.9935,0.0391,0.995
0.490286249,-0.0376,0.9926,0.0381,0.994
0.492653281,-0.0384,0.9943,0.0384,0.996
0.495092447,-0.0411,0.9935,0.0386,0.995
0.497194531,-0.0420,0.9938,0.0371,0.995
0.499671302,-0.0401,0.9943,0.0359,0.996
0.502370885,-0.0376,0.9926,0.0354,0.994
0.504471354,-0.0364,0.9921,0.0364,0.993
0.506689166,-0.0352,0.9918,0.0362,0.993
0.509435572,-0.0337,0.9904,0.0362,0.992
0.511420781,-0.0320,0.9916,0.0347,0.993
0.513683437,-0.0313,0.9906,0.0335,0.992
0.516184791,-0.0325,0.9918,0.0332,0.993
0.518607812,-0.0357,0.9921,0.0327,0.993
0.520865104,-0.0374,0.9931,0.0327,0.994
0.523096249,-0.0384,0.9926,0.0332,0.994
0.525561562,-0.0391,0.9938,0.0337,0.995
0.527902604,-0.0411,0.9938,0.0332,0.995
0.530356666,-0.0393,0.9945,0.0330,0.996
0.532626458,-0.0389,0.9948,0.0347,0.996
0.535372343,-0.0379,0.9926,0.0340,0.994
0.537249166,-0.0364,0.9918,0.0330,0.993
0.539926562,-0.0352,0.9916,0.0327,0.993
0.541988697,-0.0349,0.9921,0.0332,0.993
0.544413333,-0.0327,0.9916,0.0330,0.993
0.547008697,-0.0332,0.9904,0.0315,0.991
0.549185468,-0.0349,0.9906,0.0303,0.992
0.551855468,-0.0362,0.9926,0.0310,0.994
0.554060624,-0.0367,0.9935,0.0315,0.995
0.55634302,-0.0371,0.9948,0.0310,0.996
0.558956666,-0.0398,0.9950,0.0323,0.996
0.561133281,-0.0423,0.9931,0.0332,0.995
0.563271406,-0.0401,0.9955,0.0323,0.997
0.565665468,-0.0371,0.9945,0.0342,0.996
0.568412499,-0.0359,0.9933,0.0342,0.995
0.570925104,-0.0357,0.9933,0.0335,0.995
0.572890312,-0.0347,0.9955,0.0335,0.997
0.575478385,-0.0335,0.9918,0.0308,0.993
0.577456249,-0.0325,0.9896,0.0310,0.991
0.579690312,-0.0335,0.9904,0.0303,0.991
0.581972135,-0.0332,0.9896,0.0310,0.991
0.586503854,-0.0342,0.9913,0.0315,0.992
0.586903489,-0.0364,0.9926,0.0310,0.994
0.589087395,-0.0389,0.9940,0.0323,0.995
0.591445833,-0.0411,0.9933,0.0320,0.995
0.594075416,-0.0391,0.9923,0.0332,0.994
0.59633427,-0.0406,0.9926,0.0342,0.994
0.598580624,-0.0389,0.9928,0.0340,0.994
0.600882447,-0.0364,0.9921,0.0349,0.993
0.603280781,-0.0357,0.9923,0.0342,0.994
0.605520364,-0.0345,0.9909,0.0335,0.992
0.607749999,-0.0327,0.9921,0.0332,0.993
0.610400989,-0.0323,0.9931,0.0332,0.994
0.612646614,-0.0320,0.9918,0.0327,0.993
0.615269843,-0.0330,0.9933,0.0325,0.994
0.617573541,-0.0352,0.9948,0.0332,0.996
0.619651354,-0.0364,0.9943,0.0345,0.996
0.621973749,-0.0376,0.9940,0.0349,0.995
0.624353333,-0.0391,0.9926,0.0357,0.994
0.626626666,-0.0384,0.9916,0.0349,0.993
0.629305676,-0.0379,0.9926,0.0367,0.994
0.631462708,-0.0374,0.9913,0.0362,0.993
0.634387447,-0.0362,0.9904,0.0345,0.992
0.636159374,-0.0359,0.9918,0.0362,0.993
0.638556249,-0.0342,0.9923,0.0347,0.994
0.640773645,-0.0337,0.9918,0.0345,0.993
0.643521926,-0.0342,0.9906,0.0342,0.992
0.64560651,-0.0335,0.9916,0.0337,0.993
0.647848749,-0.0349,0.9911,0.0342,0.992
0.651387031,-0.0369,0.9913,0.0340,0.993
0.65308026,-0.0367,0.9928,0.0354,0.994
0.655094531,-0.0396,0.9933,0.0359,0.995
0.657272916,-0.0403,0.9923,0.0371,0.994
0.659648541,-0.0401,0.9931,0.0376,0.995
0.662043229,-0.0393,0.9928,0.0393,0.994
0.664301197,-0.0364,0.9933,0.0398,0.995
0.666869999,-0.0347,0.9918,0.0401,0.993
0.669140208,-0.0354,0.9926,0.0393,0.994
0.671551666,-0.0342,0.9909,0.0391,0.992
0.673817239,-0.0332,0.9909,0.0376,0.992
0.675969062,-0.0323,0.9923,0.0362,0.994
0.678352239,-0.0330,0.9923,0.0376,0.994
0.680843333,-0.0327,0.9913,0.0379,0.993
0.68326526,-0.0362,0.9928,0.0379,0.994
0.686323541,-0.0379,0.9933,0.0393,0.995
0.688172656,-0.0369,0.9955,0.0393,0.997
0.690474062,-0.0384,0.9960,0.0411,0.998
0.692615676,-0.0398,0.9935,0.0418,0.995
0.695002812,-0.0396,0.9923,0.0408,0.994
0.697115416,-0.0381,0.9921,0.0415,0.994
0.699828437,-0.0352,0.9921,0.0408,0.994
0.702065156,-0.0337,0.9901,0.0408,0.992
0.70460651,-0.0332,0.9913,0.0406,0.993
0.70678776,-0.0342,0.9889,0.0396,0.990
0.709571718,-0.0352,0.9904,0.0403,0.992
0.711479426,-0.0345,0.9913,0.0406,0.993
0.713777083,-0.0359,0.9931,0.0413,0.995
0.716318385,-0.0367,0.9940,0.0420,0.996
0.718452708,-0.0369,0.9933,0.0425,0.995
0.720748541,-0.0386,0.9916,0.0423,0.993
0.723230364,-0.0381,0.9928,0.0428,0.994
0.725635104,-0.0393,0.9957,0.0428,0.997
0.728059114,-0.0389,0.9955,0.0442,0.997
0.730628593,-0.0381,0.9955,0.0432,0.997
0.732989635,-0.0367,0.9931,0.0432,0.995
0.735207499,-0.0345,0.9918,0.0413,0.993
0.737391874,-0.0327,0.9911,0.0415,0.993
0.739666874,-0.0325,0.9918,0.0415,0.993
0.741890624,-0.0337,0.9931,0.0418,0.995
0.744396926,-0.0357,0.9926,0.0437,0.994
0.74714526,-0.0362,0.9940,0.0432,0.996
0.749294843,-0.0374,0.9943,0.0425,0.996
0.751656666,-0.0379,0.9931,0.0430,0.995
0.75402776,-0.0386,0.9918,0.0442,0.994
0.756243958,-0.0389,0.9918,0.0440,0.994
0.758361926,-0.0396,0.9931,0.0437,0.995
0.760759791,-0.0384,0.9933,0.0442,0.995
0.763248072,-0.0369,0.9918,0.0442,0.994
0.76607927,-0.0381,0.9909,0.0445,0.993
0.76840927,-0.0357,0.9911,0.0430,0.993
0.770488645,-0.0357,0.9918,0.0415,0.993
0.773048333,-0.0335,0.9913,0.0418,0.993
0.775239687,-0.0337,0.9921,0.0401,0.993
0.777349166,-0.0347,0.9935,0.0411,0.995
0.77968302,-0.0354,0.9916,0.0428,0.993
0.782228437,-0.0381,0.9933,0.0425,0.995
0.786499687,-0.0369,0.9935,0.0425,0.995
0.786862968,-0.0374,0.9921,0.0430,0.994
0.789325051,-0.0386,0.9928,0.0447,0.995
0.791379374,-0.0389,0.9935,0.0447,0.995
0.793735156,-0.0389,0.9935,0.0447,0.995
0.796044843,-0.0384,0.9935,0.0440,0.995
0.798579114,-0.0364,0.9931,0.0428,0.995
0.800656874,-0.0337,0.9935,0.0413,0.995
0.803477343,-0.0335,0.9918,0.0420,0.993
0.805585364,-0.0345,0.9918,0.0415,0.993
0.807743281,-0.0340,0.9923,0.0411,0.994
0.810265728,-0.0335,0.9918,0.0398,0.993
0.812775937,-0.0359,0.9923,0.0408,0.994
0.815495937,-0.0371,0.9950,0.0420,0.997
0.817119947,-0.0367,0.9938,0.0420,0.995
0.819890728,-0.0381,0.9921,0.0425,0.994
0.822084478,-0.0369,0.9923,0.0435,0.994
0.824186458,-0.0374,0.9921,0.0423,0.994
0.826622968,-0.0369,0.9911,0.0425,0.993
0.828940937,-0.0381,0.9909,0.0408,0.992
0.831528228,-0.0359,0.9916,0.0401,0.993
0.833636145,-0.0354,0.9921,0.0379,0.993
0.836061458,-0.0347,0.9918,0.0386,0.993
0.838445468,-0.0349,0.9916,0.0391,0.993
0.840825156,-0.0349,0.9931,0.0386,0.994
0.843578645,-0.0354,0.9916,0.0386,0.993
0.84554927,-0.0367,0.9933,0.0384,0.995
0.847890989,-0.0376,0.9938,0.0396,0.995
0.850289374,-0.0379,0.9938,0.0393,0.995
0.852538228,-0.0384,0.9935,0.0393,0.995
0.854979583,-0.0389,0.9911,0.0396,0.993
0.857192864,-0.0379,0.9926,0.0411,0.994
0.860184791,-0.0376,0.9931,0.0389,0.995
0.862288593,-0.0369,0.9928,0.0371,0.994
0.864450312,-0.0354,0.9913,0.0362,0.993
0.866717447,-0.0352,0.9921,0.0371,0.993
0.869074583,-0.0335,0.9918,0.0354,0.993
0.871298541,-0.0335,0.9926,0.0354,0.994
